Created At Date,Payment Plan Name,Product Sub Category,Product Type,Currency Name,Product Price,Deposit,Daily Top Up,Loan Duration,Total Top Ups,Brand,Masterbrand,Model,Plan Type,Product Category,Variant,Mart Payment Plan ID,Payment Plan Status,Month,Year
2018-02-01 00:00:00,M-KOPA +400 (20inch) v6 (GT),M-KOPA +400,Solar TV,KES,46500,1500,50,900,45000,M-KOPA,Solar,M-KOPA +400,Upgrade,MK TV,"20"" TV",720,Closed,Feb,2018
2018-02-01 00:00:00,"M-KOPA 500 (22"") v1",M-KOPA 500,Solar TV,KES,53624,7999,125,365,45625,M-KOPA,Solar,M-KOPA 500,Acquisition,MK TV,"22"" TV",724,Closed,Feb,2018
2018-02-01 00:00:00,"M-KOPA 500 (22"") v2 LDP",M-KOPA 500,Solar TV,KES,59999,5999,100,540,54000,M-KOPA,Solar,M-KOPA 500,Acquisition,MK TV,"22"" TV",725,Closed,Feb,2018
2018-02-13 00:00:00,"M-KOPA 500 (22"") v3 ULDP",M-KOPA 500,Solar TV,KES,67499,4999,100,625,62500,M-KOPA,Solar,M-KOPA 500,Acquisition,MK TV,"22"" TV",728,Closed,Feb,2018
2018-02-19 00:00:00,"M-KOPA +500 (20"") Zuku Smart CAM v1",M-KOPA +500 Zuku,Solar TV,KES,72000,0,80,900,72000,M-KOPA,Solar,M-KOPA +500 Zuku,Upgrade,MK TV,"20"" TV",747,Closed,Feb,2018
2018-02-19 00:00:00,"M-KOPA +500 (20"") v6 (60/day Early Upgrade)",M-KOPA +500,Solar TV,KES,43500,3000,60,675,40500,M-KOPA,Solar,M-KOPA +500,Upgrade,MK TV,"20"" TV",746,Closed,Feb,2018
2018-02-19 00:00:00,"M-KOPA +500 (20"") v5 (60/day)",M-KOPA +500,Solar TV,KES,43500,0,60,725,43500,M-KOPA,Solar,M-KOPA +500,Upgrade,MK TV,"20"" TV",745,Closed,Feb,2018
2018-02-19 00:00:00,"M-KOPA +500 (20"") v2 (Early Upgrade)",M-KOPA +500,Solar TV,KES,45000,3000,50,840,42000,M-KOPA,Solar,M-KOPA +500,Upgrade,MK TV,"20"" TV",742,Closed,Feb,2018
2018-02-19 00:00:00,"M-KOPA +500 (20"") v3 (GT)",M-KOPA +500,Solar TV,KES,46500,1500,50,900,45000,M-KOPA,Solar,M-KOPA +500,Upgrade,MK TV,"20"" TV",743,Closed,Feb,2018
2018-02-19 00:00:00,"M-KOPA +500 (22"") v4 (d10g cust)",M-KOPA +500,Solar TV,KES,48500,3500,50,900,45000,M-KOPA,Solar,M-KOPA +500,Upgrade,MK TV,"22"" TV",744,Closed,Feb,2018
2018-02-19 00:00:00,"M-KOPA +500 (20"") v1",M-KOPA +500,Solar TV,KES,45000,0,50,900,45000,M-KOPA,Solar,M-KOPA +500,Upgrade,MK TV,"20"" TV",741,Closed,Feb,2018
2018-03-09 00:00:00,M-KOPA FRIDGE Upgrade v3 - MK TV pilot B,M-KOPA +Fridge 47L,Fridge,KES,99999,9999,100,900,90000,M-KOPA,Solar,M-KOPA +Fridge 47L,Upgrade,MK Fridge,47L Fridge,753,Closed,Mar,2018
2018-03-09 00:00:00,M-KOPA FRIDGE Upgrade v2 - MK TV pilot A,M-KOPA +Fridge 47L,Fridge,KES,100000,0,125,800,100000,M-KOPA,Solar,M-KOPA +Fridge 47L,Upgrade,MK Fridge,47L Fridge,752,Closed,Mar,2018
2018-03-09 00:00:00,M-KOPA FRIDGE v1,M-KOPA Fridge 47L,Fridge,KES,105999,12999,150,620,93000,M-KOPA,Solar,M-KOPA Fridge 47L,Acquisition,MK Fridge,47L Fridge,750,Closed,Mar,2018
2018-03-09 00:00:00,M-KOPA FRIDGE Upgrade v1 - MK Classic pilot,M-KOPA +Fridge 47L,Fridge,KES,106499,6499,125,800,100000,M-KOPA,Solar,M-KOPA +Fridge 47L,Upgrade,MK Fridge,47L Fridge,751,Closed,Mar,2018
2018-03-14 00:00:00,"M-KOPA +500 (20"") v6.1 (60/day Early Upgrade)",M-KOPA +500,Solar TV,KES,43500,3000,60,675,40500,M-KOPA,Solar,M-KOPA +500,Upgrade,MK TV,"20"" TV",755,Closed,Mar,2018
2018-03-14 00:00:00,"M-KOPA +500 (20"") v7 (60/day GT)",M-KOPA +500,Solar TV,KES,45000,1500,60,725,43500,M-KOPA,Solar,M-KOPA +500,Upgrade,MK TV,"20"" TV",761,Closed,Mar,2018
2018-03-14 00:00:00,"M-KOPA + TV2 (20"") v5 (60/day)",M-KOPA +TV,Solar TV,KES,43500,0,60,725,43500,M-KOPA,Solar,M-KOPA +TV,Upgrade,MK TV,"20"" TV",762,Closed,Mar,2018
2018-03-14 00:00:00,"M-KOPA +500 (20"") v5.1 (60/day)",M-KOPA +500,Solar TV,KES,43500,0,60,725,43500,M-KOPA,Solar,M-KOPA +500,Upgrade,MK TV,"20"" TV",754,Closed,Mar,2018
2018-03-22 00:00:00,"M-KOPA +500 (20"") v9 (RT 3000 Deposit)",M-KOPA +500,Solar TV,KES,48000,3000,50,900,45000,M-KOPA,Solar,M-KOPA +500,Upgrade,MK TV,"20"" TV",767,Closed,Mar,2018
2018-03-22 00:00:00,"M-KOPA +400 (20"") v8 (RT 3000 Deposit)",M-KOPA +400,Solar TV,KES,48000,3000,50,900,45000,M-KOPA,Solar,M-KOPA +400,Upgrade,MK TV,"20"" TV",766,Closed,Mar,2018
2018-03-22 00:00:00,M-KOPA +400 (20inch) v7 (GT zero deposit),M-KOPA +400,Solar TV,KES,45000,0,50,900,45000,M-KOPA,Solar,M-KOPA +400,Upgrade,MK TV,"20"" TV",763,Closed,Mar,2018
2018-03-22 00:00:00,"M-KOPA + TV2 (20"") v6 (GT Zero Deposit)",M-KOPA +TV,Solar TV,KES,45000,0,50,900,45000,M-KOPA,Solar,M-KOPA +TV,Upgrade,MK TV,"20"" TV",765,Closed,Mar,2018
2018-03-22 00:00:00,"M-KOPA +500 (20"") v8 (GT Zero Deposit)",M-KOPA +500,Solar TV,KES,45000,0,50,900,45000,M-KOPA,Solar,M-KOPA +500,Upgrade,MK TV,"20"" TV",764,Closed,Mar,2018
2018-03-22 00:00:00,"M-KOPA + TV2 (20"") v7 (RT 3000 Deposit)",M-KOPA +TV,Solar TV,KES,48000,3000,50,900,45000,M-KOPA,Solar,M-KOPA +TV,Upgrade,MK TV,"20"" TV",768,Closed,Mar,2018
2018-04-04 00:00:00,"M-KOPA +500 (22"") v1",M-KOPA +500,Solar TV,KES,45000,0,50,900,45000,M-KOPA,Solar,M-KOPA +500,Upgrade,MK TV,"22"" TV",771,Closed,Apr,2018
2018-04-04 00:00:00,"M-KOPA +500 (22"") v3 (GT)",M-KOPA +500,Solar TV,KES,46500,1500,50,900,45000,M-KOPA,Solar,M-KOPA +500,Upgrade,MK TV,"22"" TV",773,Closed,Apr,2018
2018-04-04 00:00:00,"M-KOPA +500 (22"") v7 (RT 3000 Deposit)",M-KOPA +500,Solar TV,KES,48000,3000,50,900,45000,M-KOPA,Solar,M-KOPA +500,Upgrade,MK TV,"22"" TV",777,Closed,Apr,2018
2018-04-04 00:00:00,"M-KOPA +500 (22"") v2 (Early Upgrade)",M-KOPA +500,Solar TV,KES,45000,3000,50,840,42000,M-KOPA,Solar,M-KOPA +500,Upgrade,MK TV,"22"" TV",772,Closed,Apr,2018
2018-04-04 00:00:00,"M-KOPA +500 (22"") v5 (60/day Early Upgrade)",M-KOPA +500,Solar TV,KES,43500,3000,60,675,40500,M-KOPA,Solar,M-KOPA +500,Upgrade,MK TV,"22"" TV",775,Closed,Apr,2018
2018-04-04 00:00:00,"M-KOPA + TV (22"") v2 (Early Upgrade)",M-KOPA +TV,Solar TV,KES,45000,3000,50,840,42000,M-KOPA,Solar,M-KOPA +TV,Upgrade,MK TV,"22"" TV",780,Closed,Apr,2018
2018-04-04 00:00:00,"M-KOPA + TV (22"") v5 (RT 3000 Deposit)",M-KOPA +TV,Solar TV,KES,48000,3000,50,900,45000,M-KOPA,Solar,M-KOPA +TV,Upgrade,MK TV,"22"" TV",783,Closed,Apr,2018
2018-04-04 00:00:00,"M-KOPA + TV (22"") v3 (GT)",M-KOPA +TV,Solar TV,KES,46500,1500,50,900,45000,M-KOPA,Solar,M-KOPA +TV,Upgrade,MK TV,"22"" TV",781,Closed,Apr,2018
2018-04-04 00:00:00,"M-KOPA + TV (22"") v1",M-KOPA +TV,Solar TV,KES,45000,0,50,900,45000,M-KOPA,Solar,M-KOPA +TV,Upgrade,MK TV,"22"" TV",779,Closed,Apr,2018
2018-04-04 00:00:00,"M-KOPA +500 (22"") v6 (60/day GT)",M-KOPA +500,Solar TV,KES,45000,1500,60,725,43500,M-KOPA,Solar,M-KOPA +500,Upgrade,MK TV,"22"" TV",776,Closed,Apr,2018
2018-04-04 00:00:00,"M-KOPA +500 (22"") v4 (60/day)",M-KOPA +500,Solar TV,KES,43500,0,60,725,43500,M-KOPA,Solar,M-KOPA +500,Upgrade,MK TV,"22"" TV",774,Closed,Apr,2018
2018-04-04 00:00:00,"M-KOPA + TV (22"") v4 (60/day)",M-KOPA +TV,Solar TV,KES,43500,0,60,725,43500,M-KOPA,Solar,M-KOPA +TV,Upgrade,MK TV,"22"" TV",782,Closed,Apr,2018
2018-04-04 00:00:00,"M-KOPA +500 (22"") Zuku Smart CAM v1",M-KOPA +500 Zuku,Solar TV,KES,72000,0,80,900,72000,M-KOPA,Solar,M-KOPA +500 Zuku,Upgrade,MK TV,"22"" TV",778,Closed,Apr,2018
2018-04-05 00:00:00,M-KOPA Starter 4S v3,M-KOPA 4 Starter,Lights - Refurbished,KES,13300,1800,50,230,11500,M-KOPA,Solar,M-KOPA 4 Starter,Acquisition,MK Starter,2 lights,784,Closed,Apr,2018
2018-05-29 00:00:00,M-KOPA FRIDGE v2,M-KOPA Fridge 47L,Fridge,KES,99999,9999,150,600,90000,M-KOPA,Solar,M-KOPA Fridge 47L,Acquisition,MK Fridge,47L Fridge,820,Closed,May,2018
2018-05-30 00:00:00,"M-KOPA +500 (24"") v1 F&F",M-KOPA +500,Solar TV,KES,45000,0,50,900,45000,M-KOPA,Solar,M-KOPA +500,Upgrade,MK TV,"24"" TV",822,Closed,May,2018
2018-05-30 00:00:00,"M-KOPA + TV (24"") v1 F&F",M-KOPA +TV,Solar TV,KES,45000,0,50,900,45000,M-KOPA,Solar,M-KOPA +TV,Upgrade,MK TV,"24"" TV",823,Closed,May,2018
2018-05-30 00:00:00,"M-KOPA 500 (24"") v1 F&F",M-KOPA 500,Solar TV,KES,53624,7999,125,365,45625,M-KOPA,Solar,M-KOPA 500,Acquisition,MK TV,"24"" TV",821,Closed,May,2018
2018-07-01 00:00:00,"M-KOPA + TV (22"") v8 (GT) ",M-KOPA +TV,Solar TV,KES,52500,1500,60,850,51000,M-KOPA,Solar,M-KOPA +TV,Upgrade,MK TV,"22"" TV",851,Closed,Jul,2018
2018-07-01 00:00:00,M-KOPA +5 v3 (for 3Sv4),Starter Upgrade Pack,Lights,KES,10999,999,50,200,10000,M-KOPA,Solar,Starter Upgrade Pack,Upgrade,Addition,4 lights,844,Closed,Jul,2018
2018-07-01 00:00:00,"M-KOPA + TV (22"") v6",M-KOPA +TV,Solar TV,KES,51000,0,60,850,51000,M-KOPA,Solar,M-KOPA +TV,Upgrade,MK TV,"22"" TV",849,Closed,Jul,2018
2018-07-01 00:00:00,"M-KOPA 500 (22"") Zuku Smart CAM v3",M-KOPA 500 Zuku,Solar TV,KES,81749,7499,135,550,74250,M-KOPA,Solar,M-KOPA 500 Zuku,Acquisition,MK TV,"22"" TV",847,Closed,Jul,2018
2018-07-01 00:00:00,M-KOPA 5 v4,M-KOPA 5,Lights,KES,23999,2999,50,420,21000,M-KOPA,Solar,M-KOPA 5,Acquisition,MK Classic,4 lights,840,Closed,Jul,2018
2018-07-01 00:00:00,M-KOPA 4S Upgrade Pack v3,Starter Upgrade Pack,Radio and Torch,KES,10999,999,50,200,10000,M-KOPA,Solar,Starter Upgrade Pack,Upgrade,Addition,4 lights,843,Closed,Jul,2018
2018-07-01 00:00:00,"M-KOPA +500 (22"") v10 (GT)",M-KOPA +500,Solar TV,KES,46500,1500,50,900,45000,M-KOPA,Solar,M-KOPA +500,Upgrade,MK TV,"22"" TV",854,Active,Jul,2018
2018-07-01 00:00:00,"M-KOPA 500 (22"") v4",M-KOPA 500,Solar TV,KES,54999,7499,125,380,47500,M-KOPA,Solar,M-KOPA 500,Acquisition,MK TV,"22"" TV",845,Closed,Jul,2018
2018-07-01 00:00:00,M-KOPA Starter 3S v4,M-KOPA 3 Starter,Lights - Refurbished,KES,13999,1599,50,248,12400,M-KOPA,Solar,M-KOPA 3 Starter,Acquisition,MK Starter,2 lights,841,Closed,Jul,2018
2018-07-01 00:00:00,"M-KOPA 500 (22"") v5 LDP",M-KOPA 500,Solar TV,KES,62999,5999,100,570,57000,M-KOPA,Solar,M-KOPA 500,Acquisition,MK TV,"22"" TV",846,Closed,Jul,2018
2018-07-01 00:00:00,M-KOPA Starter 4S v4,M-KOPA 4 Starter,Lights - Refurbished,KES,13999,1599,50,248,12400,M-KOPA,Solar,M-KOPA 4 Starter,Acquisition,MK Starter,2 lights,842,Closed,Jul,2018
2018-07-01 00:00:00,"M-KOPA + TV (22"") v7 (Early Upgrade)",M-KOPA +TV,Solar TV,KES,49000,4000,50,900,45000,M-KOPA,Solar,M-KOPA +TV,Upgrade,MK TV,"22"" TV",850,Closed,Jul,2018
2018-07-01 00:00:00,"M-KOPA +500 (22"") v8",M-KOPA +500,Solar TV,KES,51000,0,60,850,51000,M-KOPA,Solar,M-KOPA +500,Upgrade,MK TV,"22"" TV",852,Closed,Jul,2018
2018-07-01 00:00:00,"M-KOPA +500 (22"") v9 (Early Upgrade)",M-KOPA +500,Solar TV,KES,49000,4000,50,900,45000,M-KOPA,Solar,M-KOPA +500,Upgrade,MK TV,"22"" TV",853,Closed,Jul,2018
2018-07-01 00:00:00,"M-KOPA +500 (22"") Zuku Smart CAM v2",M-KOPA +500 Zuku,Solar TV,KES,76500,0,85,900,76500,M-KOPA,Solar,M-KOPA +500 Zuku,Upgrade,MK TV,"22"" TV",848,Closed,Jul,2018
2018-07-02 00:00:00,"M-KOPA +500 (22"") v10(GT)",M-KOPA +500,Solar TV,KES,52500,1500,60,850,51000,M-KOPA,Solar,M-KOPA +500,Upgrade,MK TV,"22"" TV",856,Closed,Jul,2018
2018-07-05 00:00:00,"M-KOPA +500 (24"") v4 (GT)",M-KOPA +500,Solar TV,KES,52500,1500,60,850,51000,M-KOPA,Solar,M-KOPA +500,Upgrade,MK TV,"24"" TV",869,Closed,Jul,2018
2018-07-05 00:00:00,"M-KOPA 500 (24"") Zuku Smart CAM v1",M-KOPA 500 Zuku,Solar TV,KES,81749,74999,135,550,6750,M-KOPA,Solar,M-KOPA 500 Zuku,Acquisition,MK TV,"24"" TV",874,Closed,Jul,2018
2018-07-05 00:00:00,"M-KOPA + TV (24"") v2",M-KOPA +TV,Solar TV,KES,51000,0,60,850,51000,M-KOPA,Solar,M-KOPA +TV,Upgrade,MK TV,"24"" TV",870,Closed,Jul,2018
2018-07-05 00:00:00,"M-KOPA +500 (24"") v3 (Early Upgrade)",M-KOPA +500,Solar TV,KES,49000,4000,50,900,45000,M-KOPA,Solar,M-KOPA +500,Upgrade,MK TV,"24"" TV",868,Closed,Jul,2018
2018-07-05 00:00:00,"M-KOPA +500 (24"") v2",M-KOPA +500,Solar TV,KES,51000,0,60,850,51000,M-KOPA,Solar,M-KOPA +500,Upgrade,MK TV,"24"" TV",867,Closed,Jul,2018
2018-07-05 00:00:00,"M-KOPA 500 (24"") Zuku Smart CAM V1.",M-KOPA 500 Zuku,Solar TV,KES,81749,7499,135,550,74250,M-KOPA,Solar,M-KOPA 500 Zuku,Acquisition,MK TV,"24"" TV",876,Closed,Jul,2018
2018-07-05 00:00:00,"M-KOPA 500 (24"") v3 LDP",M-KOPA 500,Solar TV,KES,62999,5999,100,570,57000,M-KOPA,Solar,M-KOPA 500,Acquisition,MK TV,"24"" TV",865,Closed,Jul,2018
2018-07-05 00:00:00,"M-KOPA + TV (24"") v5 (GT)",M-KOPA +TV,Solar TV,KES,52500,1500,60,850,51000,M-KOPA,Solar,M-KOPA +TV,Upgrade,MK TV,"24"" TV",872,Closed,Jul,2018
2018-07-05 00:00:00,"M-KOPA +500 (24"") Zuku Smart CAM v1",M-KOPA +500 Zuku,Solar TV,KES,76500,0,85,900,76500,M-KOPA,Solar,M-KOPA +500 Zuku,Upgrade,MK TV,"24"" TV",875,Closed,Jul,2018
2018-07-05 00:00:00,"M-KOPA 500 (24"") v2",M-KOPA 500,Solar TV,KES,54999,7499,125,380,47500,M-KOPA,Solar,M-KOPA 500,Acquisition,MK TV,"24"" TV",864,Closed,Jul,2018
2018-07-05 00:00:00,"M-KOPA + TV (24"") v3 (Early Upgrade)",M-KOPA +TV,Solar TV,KES,49000,4000,50,900,45000,M-KOPA,Solar,M-KOPA +TV,Upgrade,MK TV,"24"" TV",871,Closed,Jul,2018
2018-07-05 00:00:00,"M-KOPA 500 (24"") v4 Safaricom Pilot",M-KOPA 500,Solar TV,KES,59999,2999,100,570,57000,M-KOPA,Solar,M-KOPA 500,Acquisition,MK TV,"24"" TV",866,Closed,Jul,2018
2018-07-12 00:00:00,"M-KOPA 500 (24"") v5 ULDP",M-KOPA 500,Solar TV,KES,62999,4999,100,580,58000,M-KOPA,Solar,M-KOPA 500,Acquisition,MK TV,"24"" TV",880,Closed,Jul,2018
2018-08-05 00:00:00,M-KOPA +Starter 4S v1 (d10g cust),M-KOPA 4 Starter,Lights - Refurbished,KES,10999,999,50,200,10000,M-KOPA,Solar,M-KOPA 4 Starter,Acquisition,MK Starter,2 lights,894,Closed,Aug,2018
2018-08-22 00:00:00,"M-KOPA +500 (24"") v5 (d10g d20g cust)",M-KOPA +500,Solar TV,KES,54500,3500,60,850,51000,M-KOPA,Solar,M-KOPA +500,Upgrade,MK TV,"24"" TV",895,Closed,Aug,2018
2018-08-22 00:00:00,"M-KOPA +400 (16"") v9 (M-KOPA 400K cust)",M-KOPA +400,Solar TV,KES,22500,0,125,180,22500,M-KOPA,Solar,M-KOPA +400,Upgrade,MK TV,"16"" TV",896,Closed,Aug,2018
2018-08-23 00:00:00,M-KOPA +5 v4 (d10g d20g cust),M-KOPA 5,Lights,KES,19999,999,50,380,19000,M-KOPA,Solar,M-KOPA 5,Upgrade,MK Classic,4 lights,900,Closed,Aug,2018
2018-08-23 00:00:00,"M-KOPA +500 (24"") v6 Staff",M-KOPA +500,Solar TV,KES,32000,2000,50,600,30000,M-KOPA,Solar,M-KOPA +500,Upgrade,MK TV,"24"" TV",904,Closed,Aug,2018
2018-08-23 00:00:00,"M-KOPA 500 (24"") Zuku Smart CAM v2 Staff",M-KOPA 500 Zuku,Solar TV,KES,44974,2999,115,365,41975,M-KOPA,Solar,M-KOPA 500 Zuku,Acquisition,MK TV,"24"" TV",903,Closed,Aug,2018
2018-08-23 00:00:00,"M-KOPA 500 (24"") v6 Demo",M-KOPA 500,Solar TV,KES,35849,2999,90,365,32850,M-KOPA,Solar,M-KOPA 500,Acquisition,MK TV,"24"" TV",901,Closed,Aug,2018
2018-08-23 00:00:00,"M-KOPA + TV (24"") v6 (Staff)",M-KOPA +TV,Solar TV,KES,30000,0,50,600,30000,M-KOPA,Solar,M-KOPA +TV,Upgrade,MK TV,"24"" TV",906,Closed,Aug,2018
2018-08-23 00:00:00,"M-KOPA +500 (24"") Zuku Smart CAM v2 Staff",M-KOPA +500 Zuku,Solar TV,KES,45000,0,75,600,45000,M-KOPA,Solar,M-KOPA +500 Zuku,Upgrade,MK TV,"24"" TV",905,Closed,Aug,2018
2018-08-23 00:00:00,"M-KOPA 500 (24"") v7 Staff",M-KOPA 500,Solar TV,KES,35849,2999,90,365,32850,M-KOPA,Solar,M-KOPA 500,Acquisition,MK TV,"24"" TV",902,Closed,Aug,2018
2018-08-25 00:00:00,M-KOPA 5 v6 Staff,M-KOPA 5,Lights,KES,15599,999,40,365,14600,M-KOPA,Solar,M-KOPA 5,Acquisition,MK Classic,4 lights,909,Closed,Aug,2018
2018-08-25 00:00:00,M-KOPA 5 v5 Demo,M-KOPA 5,Lights,KES,15599,999,40,365,14600,M-KOPA,Solar,M-KOPA 5,Acquisition,MK Classic,4 lights,910,Closed,Aug,2018
2018-08-25 00:00:00,"M-KOPA +400 (16"") v8 (M-KOPA 300 cust)",M-KOPA +400,Solar TV,KES,25000,0,100,250,25000,M-KOPA,Solar,M-KOPA +400,Upgrade,MK TV,"16"" TV",908,Closed,Aug,2018
2018-09-13 00:00:00,"M-KOPA +500 (24"") v8 (2nd TV)",M-KOPA +500,Solar TV,KES,45625,0,125,365,45625,M-KOPA,Solar,M-KOPA +500,Upgrade,MK TV,"24"" TV",920,Closed,Sep,2018
2018-09-13 00:00:00,"M-KOPA + TV (24"") v7 (GT Zero Deposit)",M-KOPA +TV,Solar TV,KES,51000,0,60,850,51000,M-KOPA,Solar,M-KOPA +TV,Upgrade,MK TV,"24"" TV",921,Closed,Sep,2018
2018-09-13 00:00:00,"M-KOPA +500 (24"") v7 (GT Zero Deposit)",M-KOPA +500,Solar TV,KES,51000,0,60,850,51000,M-KOPA,Solar,M-KOPA +500,Upgrade,MK TV,"24"" TV",922,Closed,Sep,2018
2018-09-25 00:00:00,M-KOPA Fridge v3 100L,M-KOPA Fridge 100L,Fridge,KES,128999,8999,200,600,120000,M-KOPA,Solar,M-KOPA Fridge 100L,Acquisition,MK Fridge,100L Fridge,934,Closed,Sep,2018
2018-09-25 00:00:00,M-KOPA Fridge Upgrade v5  - MK TV 100L,M-KOPA +Fridge 100L,Fridge,KES,126499,4999,135,900,121500,M-KOPA,Solar,M-KOPA +Fridge 100L,Upgrade,MK Fridge,100L Fridge,936,Closed,Sep,2018
2018-09-25 00:00:00,M-KOPA Fridge Upgrade v4 - MK Classic 100L,M-KOPA +Fridge 100L,Fridge,KES,129499,7999,135,900,121500,M-KOPA,Solar,M-KOPA +Fridge 100L,Upgrade,MK Fridge,100L Fridge,935,Closed,Sep,2018
2018-10-12 00:00:00,"M-KOPA 600 (24"") v1 F&F",M-KOPA 600,Solar TV,KES,64999,5999,100,590,59000,M-KOPA,Solar,M-KOPA 600,Acquisition,MK TV,"24"" TV",941,Closed,Oct,2018
2018-10-12 00:00:00,"M-KOPA 600 (24"") Zuku Smart CAM v1 F&F",M-KOPA 600 Zuku,Solar TV,KES,81749,7499,135,550,74250,M-KOPA,Solar,M-KOPA 600 Zuku,Acquisition,MK TV,"24"" TV",940,Closed,Oct,2018
2018-11-04 00:00:00,"M-KOPA 500 (24"") v8 ULDP",M-KOPA 500,Solar TV,KES,64999,4999,100,600,60000,M-KOPA,Solar,M-KOPA 500,Acquisition,MK TV,"24"" TV",954,Closed,Nov,2018
2018-11-09 00:00:00,"M-KOPA 6000 (32"") Zuku Smart CAM v1 F&F",M-KOPA 6000 Zuku,Solar TV,KES,103499,10999,185,500,92500,M-KOPA,Solar,M-KOPA 6000 Zuku,Acquisition,MK TV,"32"" TV",959,Closed,Nov,2018
2018-11-09 00:00:00,"M-KOPA 6000 (32"") v1 F&F.",M-KOPA 6000,Solar TV,KES,84999,9999,150,500,75000,M-KOPA,Solar,M-KOPA 6000,Acquisition,MK TV,"32"" TV",958,Closed,Nov,2018
2018-11-09 00:00:00,"M-KOPA 6000 (32"") v1 F&F",M-KOPA 6000,Solar TV,KES,84999,9999,150,500,75000,M-KOPA,Solar,M-KOPA 6000,Acquisition,MK TV,"32"" TV",957,Active,Nov,2018
2018-11-30 00:00:00,"M-KOPA 600 (24"") Zuku Smart CAM v3",M-KOPA 600 Zuku,Solar TV,KES,86649,6999,135,590,79650,M-KOPA,Solar,M-KOPA 600 Zuku,Acquisition,MK TV,"24"" TV",970,Closed,Nov,2018
2018-11-30 00:00:00,"M-KOPA 600 (24"") v2",M-KOPA 600,Solar TV,KES,64999,5999,100,590,59000,M-KOPA,Solar,M-KOPA 600,Acquisition,MK TV,"24"" TV",969,Closed,Nov,2018
2018-12-03 00:00:00,M-KOPA +Starter 3S v1,M-KOPA 3 Starter,Lights - Refurbished,KES,10999,999,50,200,10000,M-KOPA,Solar,M-KOPA 3 Starter,Upgrade,MK Starter,2 lights,985,Closed,Dec,2018
2018-12-03 00:00:00,"M-KOPA +500 (24"") v9 (2nd TV)",M-KOPA +500,Solar TV,KES,45000,0,125,360,45000,M-KOPA,Solar,M-KOPA +500,Upgrade,MK TV,"24"" TV",993,Closed,Dec,2018
2018-12-03 00:00:00,"M-KOPA +500 (24"") v11 (Trade-In TV @ 125/day)",M-KOPA +500,Solar TV,KES,40000,0,125,320,40000,M-KOPA,Solar,M-KOPA +500,Upgrade,MK TV,"24"" TV",992,Closed,Dec,2018
2018-12-03 00:00:00,"M-KOPA +500 (24"") v12 (Trade-In TV)",M-KOPA +500,Solar TV,KES,36000,0,60,600,36000,M-KOPA,Solar,M-KOPA +500,Upgrade,MK TV,"24"" TV",991,Closed,Dec,2018
2018-12-07 00:00:00,"M-KOPA 6000 (32"") Zuku Smart CAM v2",M-KOPA 6000 Zuku,Solar TV,KES,103499,10999,185,500,92500,M-KOPA,Solar,M-KOPA 6000 Zuku,Acquisition,MK TV,"32"" TV",996,Closed,Dec,2018
2018-12-07 00:00:00,"M-KOPA 6000 (32"") v2",M-KOPA 6000,Solar TV,KES,84999,9999,150,500,75000,M-KOPA,Solar,M-KOPA 6000,Acquisition,MK TV,"32"" TV",995,Closed,Dec,2018
2019-01-14 00:00:00,"M-KOPA +500 (24"") v6 (d10g d20g cust)",M-KOPA +500,Solar TV,KES,56500,2500,60,900,54000,M-KOPA,Solar,M-KOPA +500,Upgrade,MK TV,"24"" TV",999,Closed,Jan,2019
2019-01-15 00:00:00,"M-KOPA +500 (24"") Zuku Smart CAM v3 (d-series)",M-KOPA +500 Zuku,Solar TV,KES,80000,3500,85,900,76500,M-KOPA,Solar,M-KOPA +500 Zuku,Upgrade,MK TV,"24"" TV",1000,Closed,Jan,2019
2019-01-21 00:00:00,"M-KOPA 6000 (32"") v4 LD LR",M-KOPA 6000,Solar TV,KES,91699,7999,135,620,83700,M-KOPA,Solar,M-KOPA 6000,Acquisition,MK TV,"32"" TV",1007,Closed,Jan,2019
2019-01-21 00:00:00,"M-KOPA 6000 (32"") v3 LD",M-KOPA 6000,Solar TV,KES,91999,7999,150,560,84000,M-KOPA,Solar,M-KOPA 6000,Acquisition,MK TV,"32"" TV",1006,Closed,Jan,2019
2019-02-17 00:00:00,"MK+6000 (32"") v2 (2nd TV for +400,+500,+TV)",M-KOPA +6000,Solar TV,KES,77999,5999,80,900,72000,M-KOPA,Solar,M-KOPA +6000,Upgrade,MK TV,"32"" TV",1025,Closed,Feb,2019
2019-02-18 00:00:00,"MK+6000 (32"") v1 (2nd TV for 400,500)",M-KOPA +6000,Solar TV,KES,77999,2999,125,600,75000,M-KOPA,Solar,M-KOPA +6000,Upgrade,MK TV,"32"" TV",1035,Closed,Feb,2019
2019-02-20 00:00:00,"M-KOPA +500 (24"") v13",M-KOPA +500,Solar TV,KES,46750,0,55,850,46750,M-KOPA,Solar,M-KOPA +500,Upgrade,MK TV,"24"" TV",1041,Closed,Feb,2019
2019-02-20 00:00:00,"M-KOPA +500 (24"") v15 (d-series)",M-KOPA +500,Solar TV,KES,52000,2500,55,900,49500,M-KOPA,Solar,M-KOPA +500,Upgrade,MK TV,"24"" TV",1038,Closed,Feb,2019
2019-02-20 00:00:00,"M-KOPA +500 (24"") Zuku Smart CAM v5 (d-series)",M-KOPA +500 Zuku,Solar TV,KES,75500,3500,80,900,72000,M-KOPA,Solar,M-KOPA +500 Zuku,Upgrade,MK TV,"24"" TV",1039,Closed,Feb,2019
